execution_time,instance,method,run,value
2.269010305404663,f10_l-d_kp_20_879,GA,1,819.0
1.9569964408874512,f10_l-d_kp_20_879,GA,2,837.0
4.813060760498047,f10_l-d_kp_20_879,GA,3,771.0
3.3579952716827393,f10_l-d_kp_20_879,GA,4,1006.0
2.576998472213745,f10_l-d_kp_20_879,GA,5,803.0
2.024003505706787,f10_l-d_kp_20_879,GA,6,881.0
1.4630041122436523,f10_l-d_kp_20_879,GA,7,914.0
1.825995922088623,f10_l-d_kp_20_879,GA,8,872.0
1.072993516921997,f10_l-d_kp_20_879,GA,9,920.0
1.0159993171691895,f10_l-d_kp_20_879,GA,10,826.0
0.8000020980834961,f1_l-d_kp_10_269,GA,1,295.0
0.8839974403381348,f1_l-d_kp_10_269,GA,2,295.0
0.8280000686645508,f1_l-d_kp_10_269,GA,3,295.0
0.8320198059082031,f1_l-d_kp_10_269,GA,4,295.0
0.8669857978820801,f1_l-d_kp_10_269,GA,5,295.0
0.8009943962097168,f1_l-d_kp_10_269,GA,6,295.0
0.9410059452056885,f1_l-d_kp_10_269,GA,7,295.0
0.8890001773834229,f1_l-d_kp_10_269,GA,8,295.0
0.8169999122619629,f1_l-d_kp_10_269,GA,9,295.0
0.818016529083252,f1_l-d_kp_10_269,GA,10,295.0
0.9190030097961426,f2_l-d_kp_20_878,GA,1,819.0
0.9539964199066162,f2_l-d_kp_20_878,GA,2,788.0
1.1790144443511963,f2_l-d_kp_20_878,GA,3,920.0
1.060985803604126,f2_l-d_kp_20_878,GA,4,820.0
0.9150047302246094,f2_l-d_kp_20_878,GA,5,893.0
1.0079965591430664,f2_l-d_kp_20_878,GA,6,996.0
1.1080005168914795,f2_l-d_kp_20_878,GA,7,876.0
0.975999116897583,f2_l-d_kp_20_878,GA,8,922.0
0.9129989147186279,f2_l-d_kp_20_878,GA,9,924.0
0.9899992942810059,f2_l-d_kp_20_878,GA,10,952.0
0.6749992370605469,f3_l-d_kp_4_20,GA,1,35.0
0.690997838973999,f3_l-d_kp_4_20,GA,2,35.0
0.6850223541259766,f3_l-d_kp_4_20,GA,3,35.0
0.6779839992523193,f3_l-d_kp_4_20,GA,4,35.0
0.6729941368103027,f3_l-d_kp_4_20,GA,5,35.0
0.6869983673095703,f3_l-d_kp_4_20,GA,6,35.0
0.685006856918335,f3_l-d_kp_4_20,GA,7,35.0
0.6889970302581787,f3_l-d_kp_4_20,GA,8,35.0
0.6859993934631348,f3_l-d_kp_4_20,GA,9,35.0
0.6960070133209229,f3_l-d_kp_4_20,GA,10,35.0
0.670001745223999,f4_l-d_kp_4_11,GA,1,23.0
0.6769955158233643,f4_l-d_kp_4_11,GA,2,23.0
0.699986457824707,f4_l-d_kp_4_11,GA,3,23.0
0.6820173263549805,f4_l-d_kp_4_11,GA,4,23.0
0.6699833869934082,f4_l-d_kp_4_11,GA,5,23.0
0.6809923648834229,f4_l-d_kp_4_11,GA,6,23.0
0.6950256824493408,f4_l-d_kp_4_11,GA,7,23.0
0.677980899810791,f4_l-d_kp_4_11,GA,8,23.0
0.6649940013885498,f4_l-d_kp_4_11,GA,9,23.0
0.6920061111450195,f4_l-d_kp_4_11,GA,10,23.0
1.042996883392334,f5_l-d_kp_15_375,GA,1,481.069368
1.053008794784546,f5_l-d_kp_15_375,GA,2,481.069368
0.9699757099151611,f5_l-d_kp_15_375,GA,3,466.338083
1.371004343032837,f5_l-d_kp_15_375,GA,4,466.338083
1.1860761642456055,f5_l-d_kp_15_375,GA,5,481.069368
1.2720024585723877,f5_l-d_kp_15_375,GA,6,481.069368
1.0469965934753418,f5_l-d_kp_15_375,GA,7,481.069368
0.9550039768218994,f5_l-d_kp_15_375,GA,8,481.069368
0.9590175151824951,f5_l-d_kp_15_375,GA,9,481.069368
1.0009765625,f5_l-d_kp_15_375,GA,10,481.069368
1.1490190029144287,f6_l-d_kp_10_60,GA,1,52.0
1.176978349685669,f6_l-d_kp_10_60,GA,2,52.0
1.1890051364898682,f6_l-d_kp_10_60,GA,3,52.0
1.1629929542541504,f6_l-d_kp_10_60,GA,4,52.0
1.219019889831543,f6_l-d_kp_10_60,GA,5,52.0
1.1450004577636719,f6_l-d_kp_10_60,GA,6,52.0
1.1690030097961426,f6_l-d_kp_10_60,GA,7,52.0
1.186983346939087,f6_l-d_kp_10_60,GA,8,52.0
1.1959939002990723,f6_l-d_kp_10_60,GA,9,52.0
1.185007095336914,f6_l-d_kp_10_60,GA,10,52.0
0.8779971599578857,f7_l-d_kp_7_50,GA,1,107.0
0.9010097980499268,f7_l-d_kp_7_50,GA,2,107.0
0.889995813369751,f7_l-d_kp_7_50,GA,3,107.0
0.8820006847381592,f7_l-d_kp_7_50,GA,4,107.0
0.8369991779327393,f7_l-d_kp_7_50,GA,5,107.0
0.8580012321472168,f7_l-d_kp_7_50,GA,6,107.0
0.9000158309936523,f7_l-d_kp_7_50,GA,7,107.0
0.8819994926452637,f7_l-d_kp_7_50,GA,8,107.0
0.814979076385498,f7_l-d_kp_7_50,GA,9,107.0
0.9030001163482666,f7_l-d_kp_7_50,GA,10,107.0
3.3229992389678955,f8_l-d_kp_23_10000,GA,1,9763.0
3.4340054988861084,f8_l-d_kp_23_10000,GA,2,9765.0
3.5529940128326416,f8_l-d_kp_23_10000,GA,3,9761.0
3.093022584915161,f8_l-d_kp_23_10000,GA,4,9741.0
3.188978433609009,f8_l-d_kp_23_10000,GA,5,9761.0
3.0950231552124023,f8_l-d_kp_23_10000,GA,6,9761.0
3.244983673095703,f8_l-d_kp_23_10000,GA,7,9751.0
3.5960001945495605,f8_l-d_kp_23_10000,GA,8,9749.0
3.4059953689575195,f8_l-d_kp_23_10000,GA,9,9766.0
3.529019355773926,f8_l-d_kp_23_10000,GA,10,9762.0
0.7070198059082031,f9_l-d_kp_5_80,GA,1,130.0
0.6770026683807373,f9_l-d_kp_5_80,GA,2,130.0
0.6759967803955078,f9_l-d_kp_5_80,GA,3,130.0
0.6840054988861084,f9_l-d_kp_5_80,GA,4,130.0
0.6949751377105713,f9_l-d_kp_5_80,GA,5,130.0
0.6710216999053955,f9_l-d_kp_5_80,GA,6,130.0
0.6899864673614502,f9_l-d_kp_5_80,GA,7,130.0
0.6969974040985107,f9_l-d_kp_5_80,GA,8,130.0
0.6769959926605225,f9_l-d_kp_5_80,GA,9,130.0
0.7030065059661865,f9_l-d_kp_5_80,GA,10,130.0
